"U:0","U:1","U:2","k","nut","omega","p","Points:0","Points:1","Points:2"
0,0,0,1e-10,0,40116,0.047001,6.1336,-5.5511e-17,2.25
-0.0024335,-1.7013e-06,0.0019887,1.789e-07,2.1302e-11,23399,0.047,6.1335,0.0008677,2.25
0,0,0,1e-10,0,40116,0.048262,6.1816,-5.5511e-17,2.25
-0.0023974,-1.683e-06,0.002005,1.7687e-07,2.1059e-11,23399,0.048261,6.1816,0.0008677,2.25
0,0,0,1e-10,0,40116,0.049526,6.2296,-5.5511e-17,2.25
-0.0023704,-1.6598e-06,0.0020216,1.75e-07,2.0818e-11,23399,0.049526,6.2296,0.0008677,2.25
0,0,0,1e-10,0,40116,0.050794,6.2777,-5.5511e-17,2.25
-0.0023529,-1.6399e-06,0.0020388,1.7331e-07,2.058e-11,23399,0.050794,6.2777,0.0008677,2.25
0,0,0,1e-10,0,40116,0.052067,6.3257,-5.5511e-17,2.25
-0.0023452,-1.6221e-06,0.002057,1.7178e-07,2.0345e-11,23399,0.052067,6.3257,0.0008677,2.25
0,0,0,1e-10,0,40116,0.053346,6.3738,-5.5511e-17,2.25
-0.0023478,-1.6088e-06,0.0020764,1.7044e-07,2.0113e-11,23399,0.053346,6.3737,0.0008677,2.25
0,0,0,1e-10,0,40116,0.054632,6.4218,-5.5511e-17,2.25
-0.0023608,-1.5886e-06,0.0020975,1.6928e-07,1.9882e-11,23399,0.054632,6.4218,0.0008677,2.25
0,0,0,1e-10,0,40116,0.055926,6.4699,-5.5511e-17,2.25
-0.002385,-1.5577e-06,0.0021206,1.6833e-07,1.9655e-11,23399,0.055925,6.4698,0.0008677,2.25
0,0,0,1e-10,0,40116,0.057228,6.5179,-5.5511e-17,2.25
-0.00242,-1.5179e-06,0.0021464,1.6759e-07,1.9429e-11,23399,0.057227,6.5179,0.0008677,2.25
0,0,0,1e-10,0,40116,0.058538,6.566,-5.5511e-17,2.25
-0.0024671,-1.4984e-06,0.0021752,1.6712e-07,1.9209e-11,23399,0.058537,6.5659,0.0008677,2.25
0,0,0,1e-10,0,40116,0.059859,6.614,-5.5511e-17,2.25
-0.0025255,-1.4738e-06,0.0022079,1.669e-07,1.8991e-11,23399,0.059858,6.614,0.0008677,2.25
0,0,0,1e-10,0,40116,0.061188,6.6621,-5.5511e-17,2.25
-0.002597,-1.4356e-06,0.0022448,1.67e-07,1.8778e-11,23399,0.061187,6.662,0.0008677,2.25
0,0,0,1e-10,0,40116,0.062529,6.7101,-5.5511e-17,2.25
-0.0026796,-1.3907e-06,0.002287,1.6741e-07,1.8569e-11,23399,0.062528,6.7101,0.0008677,2.25
0,0,0,1e-10,0,40116,0.063876,6.7581,-5.5511e-17,2.25
-0.0027765,-1.3421e-06,0.0023348,1.6824e-07,1.8369e-11,23399,0.063875,6.7581,0.0008677,2.25
0,0,0,1e-10,0,40116,0.065237,6.8062,-5.5511e-17,2.25
-0.0028842,-1.2879e-06,0.0023898,1.6945e-07,1.8173e-11,23399,0.065236,6.8062,0.0008677,2.25
0,0,0,1e-10,0,40116,0.066601,6.8542,-5.5511e-17,2.25
-0.0030071,-1.2369e-06,0.0024521,1.7121e-07,1.799e-11,23399,0.0666,6.8542,0.0008677,2.25
0,0,0,1e-10,0,40116,0.067981,6.9023,-5.5511e-17,2.25
-0.0031395,-1.2025e-06,0.0025239,1.7347e-07,1.7819e-11,23399,0.06798,6.9022,0.0008677,2.25
0,0,0,1e-10,0,40116,0.06936,6.9503,-5.5511e-17,2.25
-0.0032864,-1.151e-06,0.0026043,1.7644e-07,1.7672e-11,23399,0.069359,6.9503,0.0008677,2.25
0,0,0,1e-10,0,40116,0.070758,6.9984,-5.5511e-17,2.25
-0.0034379,-1.3193e-06,0.0026956,1.8004e-07,1.7558e-11,23399,0.070757,6.9983,0.0008677,2.25
0,0,0,1e-10,0,40105,0.072154,7.0464,-5.5511e-17,2.25
-0.0035655,-1.3098e-05,0.0027907,1.8308e-07,1.7412e-11,23393,0.072154,7.0464,0.0008677,2.25
0,0,0,1e-10,0,40066,0.073534,7.0945,0.00030854,2.25
-0.0036808,-0.00011468,0.0029014,1.8854e-07,1.7594e-11,23370,0.073533,7.0944,0.0011762,2.25
0,0,0,1e-10,0,40146,0.074908,7.1424,0.0029263,2.25
-0.0037825,-0.00031262,0.0030354,1.9836e-07,1.8275e-11,23418,0.074908,7.1424,0.0037931,2.25
0,0,0,1e-10,0,40511,0.076309,7.1902,0.0081717,2.25
-0.0038813,-0.00053344,0.0031764,2.1118e-07,1.9163e-11,23630,0.07631,7.1901,0.0090371,2.25
0,0,0,1e-10,0,41167,0.077778,7.2376,0.01597,2.25
-0.0039482,-0.00075543,0.0033167,2.2463e-07,2.0022e-11,24013,0.07778,7.2375,0.016833,2.25
0,0,0,1e-10,0,42108,0.079306,7.2845,0.026221,2.25
-0.003967,-0.00097032,0.0034493,2.3703e-07,2.0692e-11,24562,0.079309,7.2845,0.027081,2.25
0,0,0,1e-10,0,43324,0.080914,7.3309,0.038807,2.25
-0.003943,-0.0011703,0.003574,2.4807e-07,2.1138e-11,25271,0.080917,7.3308,0.039663,2.25
0,0,0,1e-10,0,44810,0.082593,7.3766,0.053595,2.25
-0.0038708,-0.0013475,0.0036893,2.5726e-07,2.1342e-11,26138,0.082598,7.3765,0.054447,2.25
0,0,0,1e-10,0,46561,0.084356,7.4216,0.070447,2.25
-0.0037555,-0.0014957,0.003796,2.6459e-07,2.132e-11,27159,0.084361,7.4215,0.071294,2.25
0,0,0,1e-10,0,48574,0.086196,7.4658,0.08922,2.25
-0.0035946,-0.001608,0.0038939,2.699e-07,2.1094e-11,28334,0.086202,7.4658,0.090062,2.25
0,0,0,1e-10,0,50850,0.088116,7.5092,0.10977,2.25
-0.0033902,-0.0016788,0.0039839,2.7334e-07,2.0703e-11,29661,0.088123,7.5092,0.11061,2.25
0,0,0,1e-10,0,53388,0.090109,7.5518,0.13197,2.25
-0.003142,-0.0017025,0.0040669,2.7522e-07,2.0201e-11,31142,0.090117,7.5518,0.1328,2.25
0,0,0,1e-10,0,56136,0.092174,7.5936,0.15569,2.25
-0.0028507,-0.0016707,0.0041462,2.7619e-07,1.9677e-11,32745,0.092182,7.5936,0.15651,2.25
0,0,0,1e-10,0,58980,0.094295,7.6346,0.18071,2.25
-0.0025117,-0.0015715,0.0042246,2.7663e-07,1.9202e-11,34404,0.094304,7.6346,0.18153,2.25
0,0,0,1e-10,0,61840,0.096448,7.675,0.20683,2.25
-0.0021204,-0.001399,0.0043031,2.7686e-07,1.8795e-11,36071,0.096458,7.6749,0.20764,2.25
0,0,0,1e-10,0,64680,0.098597,7.7147,0.23383,2.25
-0.0016716,-0.001151,0.0043818,2.7744e-07,1.8465e-11,37728,0.098606,7.7147,0.23463,2.25
0,0,0,1e-10,0,67472,0.1007,7.7539,0.26154,2.25
-0.0011604,-0.0008263,0.0044609,2.7932e-07,1.8224e-11,39357,0.10071,7.7539,0.26233,2.25
0,0,0,1e-10,0,70188,0.1027,7.7928,0.28982,2.25
-0.00058367,-0.00042599,0.0045407,2.839e-07,1.8103e-11,40940,0.10271,7.7927,0.29061,2.25
0,0,0,1e-10,0,72800,0.10454,7.8313,0.31853,2.25
5.7546e-05,4.5177e-05,0.0046214,2.9287e-07,1.8134e-11,42464,0.10455,7.8313,0.31931,2.25
0,0,0,1e-10,0,75280,0.10616,7.8696,0.34756,2.25
0.00076343,0.00058143,0.0047038,3.0819e-07,1.8353e-11,43910,0.10617,7.8696,0.34833,2.25
0,0,0,1e-10,0,77601,0.10749,7.9077,0.3768,2.25
0.0015348,0.0011763,0.0047866,3.313e-07,1.876e-11,45263,0.10749,7.9077,0.37756,2.25
0,0,0,1e-10,0,79828,0.10845,7.9458,0.40613,2.25
0.0023539,0.0018114,0.004865,3.6253e-07,1.9285e-11,46563,0.10845,7.9457,0.40688,2.25
0,0,0,1e-10,0,82144,0.10902,7.9838,0.43552,2.25
0.0032051,0.0024773,0.0049366,4.0285e-07,1.9894e-11,47914,0.10902,7.9837,0.43627,2.25
0,0,0,1e-10,0,84667,0.10916,8.0217,0.46501,2.25
0.004097,0.0031853,0.0050024,4.5469e-07,2.0627e-11,49385,0.10916,8.0217,0.46574,2.25
0,0,0,1e-10,0,87424,0.1088,8.0596,0.49461,2.25
0.0050403,0.0039478,0.0050611,5.2075e-07,2.1526e-11,50993,0.10879,8.0595,0.49534,2.25
0,0,0,1e-10,0,90439,0.10786,8.0973,0.52437,2.25
0.0060415,0.0047754,0.0051105,6.0413e-07,2.2631e-11,52752,0.10785,8.0972,0.52509,2.25
0,0,0,1e-10,0,93738,0.10624,8.1349,0.55431,2.25
0.0071131,0.0056829,0.0051499,7.093e-07,2.3995e-11,54676,0.10623,8.1348,0.55502,2.25
0,0,0,1e-10,0,97353,0.10382,8.1723,0.58447,2.25
0.0082666,0.0066855,0.0051777,8.4173e-07,2.5677e-11,56785,0.1038,8.1722,0.58517,2.25
0,0,0,1e-10,0,1.0132e+05,0.10044,8.2095,0.61486,2.25
0.0095298,0.0078125,0.0051943,1.0111e-06,2.7801e-11,59098,0.10042,8.2094,0.61555,2.25
0,0,0,1e-10,0,1.0567e+05,0.095845,8.2465,0.64551,2.25
0.010939,0.0091017,0.0052014,1.2311e-06,3.053e-11,61637,0.095818,8.2464,0.6462,2.25
0,0,0,1e-10,0,1.1037e+05,0.089773,8.2832,0.67645,2.25
0.012603,0.010645,0.0052068,1.5362e-06,3.4394e-11,64379,0.089736,8.2832,0.67713,2.25
0,0,0,1e-10,0,1.1494e+05,0.081551,8.3197,0.70767,2.25
0.014716,0.012549,0.0052133,1.9871e-06,4.0436e-11,67042,0.081502,8.3197,0.70833,2.25
0,0,0,1e-10,0,1.1875e+05,0.070264,8.3562,0.73898,2.25
0.017357,0.014785,0.0052141,2.6322e-06,4.9418e-11,69265,0.070198,8.3562,0.73964,2.25
0,0,0,1e-10,0,1.2153e+05,0.055296,8.3927,0.77019,2.25
0.02059,0.017309,0.0052037,3.5308e-06,6.2139e-11,70884,0.055211,8.3927,0.77083,2.25
0,0,0,1e-10,0,1.2311e+05,0.035747,8.4295,0.80106,2.25
0.024559,0.020117,0.0051765,4.7881e-06,8.0685e-11,71770,0.035641,8.4295,0.8017,2.25
0,0,0,1e-10,0,1.2334e+05,0.010724,8.4668,0.83135,2.25
0.029506,0.023212,0.0051266,6.5959e-06,1.1028e-10,71714,0.010593,8.4668,0.83198,2.25
0,0,0,1e-10,0,1.2208e+05,-0.021235,8.5048,0.86077,2.25
0.035692,0.026501,0.0050404,9.1432e-06,1.5329e-10,70811,-0.021392,8.5048,0.8614,2.25
0,0,0,1e-10,0,1.1916e+05,-0.06122,8.5437,0.88898,2.25
0.043499,0.02978,0.0048949,1.2729e-05,2.1463e-10,69102,-0.061404,8.5437,0.88959,2.25
0,0,0,1e-10,0,1.1455e+05,-0.11145,8.5838,0.91545,2.25
0.052888,0.032335,0.0046456,1.7451e-05,3.0116e-10,66428,-0.11165,8.5838,0.91606,2.25
0,0,0,1e-10,0,1.0851e+05,-0.17078,8.6254,0.93952,2.25
0.063397,0.033014,0.0042221,2.3055e-05,4.1337e-10,62921,-0.17098,8.6254,0.94012,2.25
0,0,0,1e-10,0,1.0171e+05,-0.23952,8.6687,0.96025,2.25
0.071552,0.029674,0.0035512,2.6865e-05,5.0784e-10,58982,-0.23969,8.6687,0.96085,2.25
0,0,0,1e-10,0,95795,-0.30121,8.7139,0.97651,2.25
0.071881,0.021872,0.002672,2.5142e-05,5.0362e-10,55551,-0.3013,8.7139,0.9771,2.25
0,0,0,1e-10,0,92011,-0.33958,8.7605,0.988,2.25
0.062744,0.012861,0.0017602,1.8291e-05,3.8841e-10,53364,-0.3396,8.7605,0.98859,2.25
0,0,0,1e-10,0,90130,-0.34766,8.808,0.9952,2.25
0.04929,0.0060067,0.00095057,1.0953e-05,2.4481e-10,52368,-0.34765,8.808,0.99579,2.25
0,0,0,1e-10,0,89415,-0.34116,8.8559,0.99895,2.25
0.034363,0.0021197,0.00032038,5.5087e-06,1.3188e-10,52099,-0.34114,8.8559,0.99954,2.25
0,0,0,1e-10,0,89245,-0.31544,8.9039,1.0003,2.25
0.02408,0.00041942,-0.00011046,2.6853e-06,7.282e-11,52056,-0.31543,8.9039,1.0009,2.25
0,0,0,1e-10,0,89225,-0.30057,8.952,1.0003,2.25
0.014403,8.4449e-06,-0.00033271,1.44e-06,4.7688e-11,52044,-0.30056,8.952,1.0008,2.25
0,0,0,1e-10,0,89220,-0.31115,9,1,2.25
0.0067228,-2.1782e-05,-0.00038308,5.9895e-07,3.325e-11,52041,-0.31115,9,1.0006,2.25
0.035341,6.4826e-05,-0.00058394,4.8831e-06,9.2003e-10,9826.2,-0.17698,0.048043,1.0015,2.25
0.045459,0.00017269,-0.00056795,4.7397e-06,8.8083e-10,9826.2,-0.21737,0,1.0012,2.25
0.036144,-0.00066363,-0.00072966,5.0201e-06,9.4467e-10,9827.9,-0.15407,0.096086,1.0015,2.25
0.037843,-0.0016813,-0.0010572,4.2321e-06,7.9008e-10,9847.1,-0.15852,0.14411,1.0002,2.25
0.023762,-0.0023622,-0.0014275,2.6628e-06,5.0007e-10,9926.1,-0.14518,0.192,0.9964,2.25
0.0072845,-0.00068112,-0.0016745,1.2579e-06,2.3351e-10,10132,-0.13392,0.23948,0.98921,2.25
-0.010046,0.0035135,-0.002046,4.2303e-07,7.4437e-11,10346,-0.11546,0.28611,0.97773,2.25
-0.016202,0.0068411,-0.002934,1.4188e-07,2.0054e-11,10780,-0.10312,0.3313,0.96148,2.25
-0.014732,0.0076555,-0.0036463,6.202e-08,6.1962e-12,11465,-0.096235,0.37462,0.94076,2.25
-0.011361,0.0069367,-0.0035771,3.7259e-08,3.3941e-12,12057,-0.092379,0.4162,0.9167,2.25
-0.008725,0.0059731,-0.0031401,2.3604e-08,2.0592e-12,12552,-0.089637,0.45629,0.89024,2.25
-0.0069357,0.0051655,-0.0026913,1.5985e-08,1.3695e-12,12886,-0.087858,0.49519,0.86205,2.25
-0.0058667,0.0046331,-0.0023429,1.203e-08,1.0239e-12,13031,-0.086349,0.53317,0.83265,2.25
-0.0050525,0.0041544,-0.0020801,9.3144e-09,7.9664e-13,13034,-0.085088,0.57047,0.80237,2.25
-0.0043947,0.0037073,-0.001865,7.3495e-09,6.424e-13,12886,-0.084011,0.60729,0.77152,2.25
-0.0038346,0.0032762,-0.001677,5.8548e-09,5.343e-13,12593,-0.083106,0.64383,0.74033,2.25
-0.0033536,0.0028674,-0.0015042,4.6998e-09,4.5507e-13,12190,-0.082376,0.68028,0.70904,2.25
-0.0029634,0.0025091,-0.0013476,3.8661e-09,4.0315e-13,11706,-0.08181,0.71681,0.67784,2.25
-0.0026754,0.0022314,-0.0012083,3.3462e-09,3.7871e-13,11208,-0.081362,0.75357,0.64692,2.25
-0.0024616,0.002023,-0.0010842,3.0498e-09,3.7519e-13,10746,-0.081002,0.79057,0.61628,2.25
-0.0023093,0.0018727,-0.00097428,2.925e-09,3.9038e-13,10325,-0.080714,0.82779,0.58591,2.25
-0.0022186,0.0017781,-0.00087917,2.9604e-09,4.2633e-13,9941.9,-0.080481,0.8652,0.55578,2.25
-0.002189,0.0017365,-0.00079892,3.1554e-09,4.8658e-13,9591.8,-0.080289,0.90278,0.52585,2.25
-0.0022197,0.0017457,-0.0007326,3.5227e-09,5.7671e-13,9271.9,-0.080125,0.9405,0.49611,2.25
-0.0023085,0.001803,-0.00067909,4.0888e-09,7.0496e-13,8979.5,-0.079978,0.97834,0.46652,2.25
-0.0024525,0.0019052,-0.00063562,4.8908e-09,8.8194e-13,8711.8,-0.079835,1.0163,0.43705,2.25
-0.0026394,0.0020423,-0.00059923,5.9594e-09,1.1185e-12,8466.2,-0.079684,1.0543,0.40768,2.25
-0.0028494,0.0021951,-0.00056822,7.3005e-09,1.424e-12,8230.1,-0.079513,1.0923,0.37836,2.25
-0.0030729,0.0023474,-0.00054328,8.9348e-09,1.8145e-12,7984.3,-0.079324,1.1305,0.34915,2.25
-0.0033103,0.002493,-0.0005246,1.0933e-08,2.3189e-12,7721.8,-0.079114,1.1688,0.32013,2.25
-0.0035566,0.0026243,-0.00051191,1.3391e-08,2.9766e-12,7445.4,-0.078884,1.2073,0.29144,2.25
-0.0038037,0.002731,-0.00050515,1.6369e-08,3.8257e-12,7158.6,-0.078633,1.2461,0.26317,2.25
-0.0040419,0.0028026,-0.0005041,1.9776e-08,4.8691e-12,6866,-0.078367,1.2854,0.23548,2.25
-0.0042609,0.0028286,-0.00050847,2.3401e-08,6.07e-12,6583.3,-0.078093,1.3251,0.20849,2.25
-0.0044518,0.0028007,-0.0005179,2.6832e-08,7.2694e-12,6385,-0.07782,1.3655,0.18239,2.25
-0.0046158,0.0027185,-0.00053226,3.0591e-08,8.6995e-12,6175.9,-0.077563,1.4065,0.15738,2.25
-0.0047724,0.0025973,-0.00055108,3.5283e-08,1.063e-11,5882.3,-0.077334,1.4483,0.13368,2.25
-0.0049267,0.0024491,-0.00057241,4.0633e-08,1.2947e-11,5602.6,-0.077131,1.4909,0.1115,2.25
-0.0050605,0.0022711,-0.00059437,4.6515e-08,1.5618e-11,5351.8,-0.076957,1.5343,0.090955,2.25
-0.0051586,0.00206,-0.00061566,5.2755e-08,1.8589e-11,5129.9,-0.076816,1.5785,0.072193,2.25
-0.0052193,0.0018203,-0.00063512,5.9186e-08,2.1784e-11,4936.9,-0.076719,1.6235,0.055351,2.25
-0.0052323,0.0015552,-0.00065188,6.5552e-08,2.5073e-11,4773.1,-0.076671,1.6692,0.040571,2.25
-0.0052203,0.0012766,-0.00066522,7.1661e-08,2.8313e-11,4639,-0.076693,1.7156,0.027993,2.25
-0.0051765,0.00099046,-0.00067471,7.7257e-08,3.1326e-11,4535.4,-0.076781,1.7625,0.017748,2.25
-0.0052061,0.00071221,-0.00068095,8.2675e-08,3.4136e-11,4463,-0.076985,1.8099,0.0099544,2.25
-0.0053229,0.00044351,-0.00068471,8.8632e-08,3.6972e-11,4422.9,-0.077269,1.8577,0.004712,2.25
-0.0061271,0.00019317,-0.00069282,1.0002e-07,4.162e-11,4413.9,-0.077786,1.9056,0.0020958,2.25
-0.0079638,5.6821e-05,-0.00070534,1.329e-07,5.4773e-11,4417.6,-0.078199,1.9537,0.0017875,2.25
-0.0097611,3.0337e-05,-0.00071153,1.7935e-07,7.3589e-11,4418.3,-0.078302,2.0017,0.0017875,2.25
-0.011187,2.5388e-05,-0.00070687,2.2405e-07,9.1702e-11,4418.2,-0.078297,2.0498,0.0017875,2.25
-0.012458,2.1873e-05,-0.00069373,2.6972e-07,1.1022e-10,4418.2,-0.078113,2.0978,0.0017875,2.25
-0.013539,1.8811e-05,-0.00067551,3.151e-07,1.2867e-10,4418.2,-0.07781,2.1458,0.0017875,2.25
-0.014493,1.6267e-05,-0.00065365,3.6013e-07,1.4701e-10,4418.2,-0.077373,2.1939,0.0017875,2.25
-0.015322,1.4126e-05,-0.00062901,4.0449e-07,1.6514e-10,4418.2,-0.076828,2.2419,0.0017875,2.25
-0.016057,1.2324e-05,-0.00060224,4.481e-07,1.8299e-10,4418.2,-0.076177,2.29,0.0017875,2.25
-0.016706,1.0795e-05,-0.00057347,4.9095e-07,2.0058e-10,4418.1,-0.075433,2.338,0.0017875,2.25
-0.017285,9.4653e-06,-0.00054294,5.3299e-07,2.1787e-10,4418.1,-0.074598,2.3861,0.0017875,2.25
-0.017801,8.3223e-06,-0.00051083,5.7427e-07,2.3489e-10,4418.1,-0.073682,2.4341,0.0017875,2.25
-0.018263,7.3037e-06,-0.0004773,6.1476e-07,2.5162e-10,4418.1,-0.072687,2.4822,0.0017875,2.25
-0.018674,6.4253e-06,-0.00044243,6.5446e-07,2.6806e-10,4418.1,-0.071618,2.5302,0.0017875,2.25
-0.01904,5.618e-06,-0.00040642,6.9337e-07,2.8421e-10,4418.1,-0.070479,2.5782,0.0017875,2.25
-0.019364,4.8619e-06,-0.00036942,7.3148e-07,3.0006e-10,4418.1,-0.069274,2.6263,0.0017875,2.25
-0.019648,4.1553e-06,-0.0003315,7.6876e-07,3.1561e-10,4418.1,-0.068007,2.6743,0.0017875,2.25
-0.019895,3.4804e-06,-0.00029268,8.0519e-07,3.3083e-10,4418.1,-0.06668,2.7224,0.0017875,2.25
-0.020107,2.8394e-06,-0.00025296,8.4074e-07,3.4572e-10,4418.1,-0.065297,2.7704,0.0017875,2.25
-0.020285,2.2782e-06,-0.00021235,8.7536e-07,3.6026e-10,4418.1,-0.063862,2.8185,0.0017875,2.25
-0.020431,1.7579e-06,-0.00017088,9.0906e-07,3.7445e-10,4418.1,-0.062377,2.8665,0.0017875,2.25
-0.020547,1.2279e-06,-0.00012858,9.4182e-07,3.8827e-10,4418.1,-0.060845,2.9146,0.0017875,2.25
-0.020634,7.3016e-07,-8.5352e-05,9.7362e-07,4.0172e-10,4418.1,-0.05927,2.9626,0.0017875,2.25
-0.020693,2.4114e-07,-4.1196e-05,1.0044e-06,4.148e-10,4418.1,-0.057654,3.0106,0.0017875,2.25
-0.020725,-2.2458e-07,3.9591e-06,1.0342e-06,4.2748e-10,4418.1,-0.056001,3.0587,0.0017875,2.25
-0.02073,-7.5685e-07,5.0052e-05,1.0631e-06,4.3977e-10,4418.1,-0.054313,3.1067,0.0017875,2.25
-0.02071,-1.1245e-06,9.7119e-05,1.0908e-06,4.5162e-10,4418.1,-0.052593,3.1548,0.0017875,2.25
-0.020665,-1.5602e-06,0.00014508,1.1174e-06,4.6306e-10,4418.1,-0.050845,3.2028,0.0017875,2.25
-0.020596,-1.9345e-06,0.00019414,1.1429e-06,4.7405e-10,4418.1,-0.04907,3.2509,0.0017875,2.25
-0.020505,-2.3204e-06,0.00024421,1.1674e-06,4.8461e-10,4418,-0.047272,3.2989,0.0017875,2.25
-0.020393,-2.6813e-06,0.00029534,1.1907e-06,4.9471e-10,4418,-0.045454,3.3469,0.0017875,2.25
-0.02026,-3.035e-06,0.00034762,1.2128e-06,5.0435e-10,4418,-0.043618,3.395,0.0017875,2.25
-0.020108,-3.3844e-06,0.00040111,1.2338e-06,5.1353e-10,4418,-0.041766,3.443,0.0017875,2.25
-0.019937,-3.7101e-06,0.00045586,1.2537e-06,5.2224e-10,4418,-0.039902,3.4911,0.0017875,2.25
-0.019749,-3.9927e-06,0.00051191,1.2724e-06,5.3047e-10,4418,-0.038028,3.5391,0.0017875,2.25
-0.019544,-4.292e-06,0.00056925,1.2899e-06,5.3823e-10,4418,-0.036145,3.5872,0.0017875,2.25
-0.019324,-4.5991e-06,0.000628,1.3063e-06,5.4552e-10,4418,-0.034257,3.6352,0.0017875,2.25
-0.01909,-4.8624e-06,0.00068817,1.3216e-06,5.5233e-10,4418,-0.032365,3.6833,0.0017875,2.25
-0.018841,-5.1184e-06,0.00074974,1.3357e-06,5.5866e-10,4418,-0.030472,3.7313,0.0017875,2.25
-0.018581,-5.3602e-06,0.00081276,1.3486e-06,5.6453e-10,4418,-0.028579,3.7793,0.0017875,2.25
-0.018308,-5.5839e-06,0.00087722,1.3605e-06,5.6992e-10,4418,-0.026689,3.8274,0.0017875,2.25
-0.018025,-5.789e-06,0.00094312,1.3712e-06,5.7485e-10,4418,-0.024803,3.8754,0.0017875,2.25
-0.017732,-5.9758e-06,0.0010105,1.3809e-06,5.7933e-10,4418,-0.022922,3.9235,0.0017875,2.25
-0.017431,-6.1522e-06,0.0010792,1.3894e-06,5.8335e-10,4418,-0.021049,3.9715,0.0017875,2.25
-0.017121,-6.3292e-06,0.0011493,1.397e-06,5.8695e-10,4418,-0.019185,4.0196,0.0017875,2.25
-0.016803,-6.4927e-06,0.0012208,1.4036e-06,5.901e-10,4418,-0.017332,4.0676,0.0017875,2.25
-0.01648,-6.6299e-06,0.0012936,1.4091e-06,5.9283e-10,4418,-0.01549,4.1156,0.0017875,2.25
-0.01615,-6.7475e-06,0.0013676,1.4137e-06,5.9514e-10,4418,-0.01366,4.1637,0.0017875,2.25
-0.015816,-6.8535e-06,0.0014428,1.4173e-06,5.9704e-10,4418,-0.011845,4.2117,0.0017875,2.25
-0.015478,-6.9534e-06,0.0015192,1.42e-06,5.9855e-10,4418,-0.010044,4.2598,0.0017875,2.25
-0.015136,-7.0432e-06,0.0015965,1.4218e-06,5.9968e-10,4417.9,-0.008259,4.3078,0.0017875,2.25
-0.014791,-7.1181e-06,0.0016748,1.4228e-06,6.0045e-10,4417.9,-0.0064904,4.3559,0.0017875,2.25
-0.014444,-7.1825e-06,0.001754,1.4229e-06,6.0084e-10,4417.9,-0.004739,4.4039,0.0017875,2.25
-0.014095,-7.2345e-06,0.0018339,1.4222e-06,6.0087e-10,4417.9,-0.0030055,4.452,0.0017875,2.25
-0.013746,-7.2766e-06,0.0019145,1.4208e-06,6.0057e-10,4417.9,-0.0012902,4.5,0.0017875,2.25
-0.013396,-7.3108e-06,0.0019956,1.4187e-06,5.9999e-10,4417.9,0.00040621,4.548,0.0017875,2.25
-0.013046,-7.3332e-06,0.002077,1.4159e-06,5.9912e-10,4417.9,0.0020835,4.5961,0.0017875,2.25
-0.012697,-7.3449e-06,0.0021588,1.4125e-06,5.9795e-10,4417.9,0.0037414,4.6441,0.0017875,2.25
-0.012349,-7.3475e-06,0.0022406,1.4083e-06,5.9645e-10,4417.9,0.0053797,4.6922,0.0017875,2.25
-0.012003,-7.3463e-06,0.0023224,1.4035e-06,5.9467e-10,4417.9,0.0069982,4.7402,0.0017875,2.25
-0.011659,-7.3409e-06,0.002404,1.3981e-06,5.9262e-10,4417.9,0.0085968,4.7883,0.0017875,2.25
-0.011317,-7.3203e-06,0.0024851,1.3921e-06,5.9032e-10,4417.9,0.010176,4.8363,0.0017875,2.25
-0.010979,-7.2884e-06,0.0025658,1.3856e-06,5.8778e-10,4417.9,0.011735,4.8844,0.0017875,2.25
-0.010644,-7.2602e-06,0.0026457,1.3786e-06,5.8504e-10,4417.9,0.013274,4.9324,0.0017875,2.25
-0.010313,-7.2261e-06,0.0027247,1.3712e-06,5.821e-10,4417.9,0.014794,4.9804,0.0017875,2.25
-0.009987,-7.1722e-06,0.0028027,1.3634e-06,5.7897e-10,4417.9,0.016295,5.0285,0.0017875,2.25
-0.0096656,-7.1064e-06,0.0028793,1.3552e-06,5.7568e-10,4417.9,0.017777,5.0765,0.0017875,2.25
-0.0093495,-7.0381e-06,0.0029546,1.3467e-06,5.7223e-10,4417.9,0.019241,5.1246,0.0017875,2.25
-0.009039,-6.9681e-06,0.0030283,1.3378e-06,5.6864e-10,4417.9,0.020687,5.1726,0.0017875,2.25
-0.0087347,-6.888e-06,0.0031003,1.3287e-06,5.6491e-10,4417.9,0.022115,5.2207,0.0017875,2.25
-0.0084368,-6.804e-06,0.0031703,1.3193e-06,5.6106e-10,4417.9,0.023527,5.2687,0.0017875,2.25
-0.0081458,-6.7327e-06,0.0032384,1.3097e-06,5.5709e-10,4417.9,0.024922,5.3167,0.0017875,2.25
-0.007862,-6.6461e-06,0.0033043,1.2997e-06,5.5298e-10,4417.9,0.026302,5.3648,0.0017875,2.25
-0.0075858,-6.5529e-06,0.0033678,1.2894e-06,5.4871e-10,4417.9,0.027667,5.4128,0.0017875,2.25
-0.0073178,-6.4712e-06,0.0034289,1.2788e-06,5.443e-10,4417.9,0.029018,5.4609,0.0017875,2.25
-0.0070586,-6.3403e-06,0.0034874,1.2679e-06,5.3978e-10,4417.9,0.030356,5.5089,0.0017875,2.25
-0.0068088,-6.1808e-06,0.0035432,1.2569e-06,5.3516e-10,4417.9,0.031681,5.557,0.0017875,2.25
-0.0065689,-6.0228e-06,0.0035962,1.2458e-06,5.3051e-10,4417.9,0.032995,5.605,0.0017875,2.25
